"name","link","Provider","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","Price_AMD","Price_USD","externalObjectId","objectType","country","state","city","address","zipcode","phone","photosCount","rankingCategory","objectRank","objectsInCategoryCount","reviewCount","avgScore","certificate","scoreDistribution","languageDistribution","tagcloud"
"Baxos Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8262842-Reviews-Baxos_Hotel-Yerevan.html","Hotels.com",11,"1","0","1","0","0","0","0",19911,41,"d8262842","Hotel","Armenia","Yerevan","Yerevan","Koryun str. 5","0025","Missing","13","B&Bs / Inns in Yerevan","88","139","11","Missing","Missing","['2', '0', '1', '1', '7']","{'English': '7', 'Russian': '2', 'Arabic': '1', 'Portuguese': '1'}","Missing"
"Bella Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d6635845-Reviews-Bella_Hotel-Yerevan.html","Expedia.com",4,"1","0","0","0","0","0","1",12469,26,"d6635845","Hotel","Armenia","Yerevan","Yerevan","Kochar Yervand str. 6","0070","Missing","17","B&Bs / Inns in Yerevan","85","139","4","2","Missing","['0', '0', '0', '0', '1']","{'English': '1', 'Russian': '2', 'French': '1'}","Missing"
"Bellagio Hotel Complex","https://www.tripadvisor.com//Hotel_Review-g293932-d3616714-Reviews-Bellagio_Hotel_Complex-Yerevan.html","Booking.com",3,"1","0","0","0","0","0","1",17708,37,"d3616714","Hotel","Armenia","Yerevan","Yerevan","Myasnikyana ave 2","0025","Missing","16","B&Bs / Inns in Yerevan","51","139","3","4.5","Missing","['2', '0', '1', '0', '0']","Missing","Missing"
"Benefice Hotel & Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d8443500-Reviews-Benefice_Hotel_Tours-Yerevan.html","Booking.com",23,"1","0","1","0","0","0","0",15000,31,"d8443500","Hotel","Armenia","Yerevan","Yerevan","Sasuntsi David str. 66","0008","Missing","45","Specialty Lodging in Yerevan","24","281","23","Missing","Missing","['13', '6', '2', '1', '1']","{'English': '12', 'Russian': '11'}","['economical hotel', 'train station', 'clean rooms', 'facilities', 'breakfast', 'location']"
"Best Eastern Arma Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d308333-Reviews-Best_Eastern_Arma_Hotel-Yerevan.html","Booking.com",3,"0","1","0","0","0","0","1",7492,15,"d308333","Hotel","Armenia","Yerevan","Yerevan","275 Norki Ayginer street","375047","Missing","3","Hotels in Yerevan","68","82","3","4","Missing","['0', '0', '1', '0', '0']","{'English': '1', 'French': '1', 'Russian': '1'}","Missing"
"Best Eastern Hotel Metropol","https://www.tripadvisor.com//Hotel_Review-g293932-d308339-Reviews-Best_Eastern_Hotel_Metropol-Yerevan.html","Booking.com",110,"1","0","0","1","0","0","0",22500,46,"d308339","Hotel","Armenia","Yerevan","Yerevan","Mashtots M. ave 2/2","0015","Missing","70","Hotels in Yerevan","39","82","110","Missing","Missing","['26', '44', '30', '6', '4']","{'Russian': '41', 'English': '36', 'Japanese': '11'}","['minutes walking', 'breakfast room', 'metropole', 'museum', 'airport', 'rooms', 'jams', 'facilities', 'taxi', 'driver']"
"Best Eastern Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d308344-Reviews-Best_Eastern_Hotel_Yerevan-Yerevan.html","Expedia.com",17,"1","0","0","1","0","0","0",33913,70,"d308344","Hotel","Armenia","Yerevan","Yerevan","Abovyan str. 14","0001","Missing","2","Hotels in Yerevan","49","82","17","Missing","Missing","['9', '8', '0', '0', '0']","{'Russian': '15', 'English': '2'}","Missing"
"Best Hostel Republic Square","https://www.tripadvisor.com//Hotel_Review-g293932-d10671718-Reviews-Best_Hostel_Republic_Square-Yerevan.html","Booking.com",8,"1","0","0","0","0","0","1",9992,21,"d10671718","Hotel","Armenia","Yerevan","Yerevan","Vazgen Sargsyan Street, 26","0010","Missing","12","Specialty Lodging in Yerevan","112","281","8","Missing","Missing","['3', '1', '1', '2', '1']","{'English': '4', 'Russian': '3', 'German': '1'}","['location']"
"Best Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d7710601-Reviews-Best_Hostel-Yerevan.html","Booking.com",18,"1","0","1","0","0","0","0",10833,22,"d7710601","Hotel","Armenia","Yerevan","Yerevan","Lyeningradyan str. 6","0038","Missing","48","Specialty Lodging in Yerevan","70","281","18","4","Missing","['10', '2', '2', '0', '3']","{'English': '17', 'Russian': '1'}","Missing"
"Best View Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d9794016-Reviews-Best_View_Hotel-Yerevan.html","Booking.com",15,"1","0","1","0","0","0","0",17708,37,"d9794016","Hotel","Armenia","Yerevan","Yerevan","Norqi Ayginer 247","0047","Missing","8","Specialty Lodging in Yerevan","34","281","15","Missing","Missing","['10', '3', '0', '2', '0']","{'English': '8', 'Russian': '6', 'Norwegian': '1'}","['home away from home', 'ac', 'rooms', 'city']"
"Bitlis","https://www.tripadvisor.com//Hotel_Review-g293932-d14174703-Reviews-Bitlis-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",24992,52,"d14174703","Hotel","Armenia","Yerevan","Yerevan","Tbilisyan highway, 20/6","0052","Missing","1","Missing","Missing","Missing","105","Missing","Missing","Missing","Missing","Missing"
"Black White","https://www.tripadvisor.com//Hotel_Review-g293932-d13815435-Reviews-Black_White-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",19000,39,"d13815435","Hotel","Armenia","Yerevan","Yerevan","Anrapyetutsyan str. 48","0010","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Bliss","https://www.tripadvisor.com//Hotel_Review-g293932-d12681255-Reviews-Bliss-Yerevan.html","Booking.com",2,"0","0","0","0","0","0","0",3988,8,"d12681255","Hotel","Armenia","Yerevan","Yerevan","22 Sebastia Street 1","0065","Missing","28","B&Bs / Inns in Yerevan","86","139","2","1","Missing","['0', '0', '0', '0', '1']","{'English': '1', 'Russian': '1'}","Missing"
"Bloor Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d13951764-Reviews-Bloor_Hotel-Yerevan.html","Booking.com",1,"0","0","0","0","0","0","0",13990,29,"d13951764","Hotel","Armenia","Yerevan","Yerevan","Keru 67","0028","Missing","5","Specialty Lodging in Yerevan","117","281","1","4","Missing","['0', '1', '0', '0', '0']","Missing","Missing"
"Bonjour Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d12656140-Reviews-Bonjour_Guest_House-Yerevan.html","Booking.com",1,"0","0","0","0","0","0","0",9658,20,"d12656140","Hotel","Armenia","Yerevan","Yerevan","Kristapor Street 68","0018","Missing","2","B&Bs / Inns in Yerevan","53","139","1","5","Missing","['1', '0', '0', '0', '0']","Missing","Missing"
"Boris's Family's Bed & Breakfast","https://www.tripadvisor.com//Hotel_Review-g293932-d950379-Reviews-Boris_s_Family_s_Bed_Breakfast-Yerevan.html","ibis",54,"1","0","1","0","0","0","0",24750,51,"d950379","Hotel","Armenia","Yerevan","Yerevan","42 Barbusse st.","0028","Missing","21","B&Bs / Inns in Yerevan","9","139","54","4.5","Missing","['30', '12', '1', '1', '0']","{'English': '44', 'French': '6', 'Dutch': '1', 'German': '1', 'Italian': '1', 'Russian': '1'}","['reviews', 'metro', 'station', 'hospitable', 'family', 'his', 'mother', 'every', 'morning', 'pleasant', 'stay', 'delicious', 'breakfast', 'stay', 'there', 'again', 'republic', 'square', 'taxi']"
"Boulevard Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12486956-Reviews-Boulevard_Hotel-Yerevan.html","Booking.com",36,"1","0","1","0","0","0","0",22742,47,"d12486956","Hotel","Armenia","Yerevan","Yerevan","37 Pavstos Buzand Street","0010","Missing","43","B&Bs / Inns in Yerevan","8","139","35","Missing","Missing","['23', '9', '3', '0', '0']","{'English': '20', 'Russian': '12', 'Italian': '2', 'Dutch': '1'}","['close to major tourist attractions', 'an iron', 'highly recommend this hotel', 'convenient location', 'walking distance', 'clean rooms', 'city centre', 'front desk', 'republic square', 'dryer', 'bathrobes', 'personnel', 'kettle', 'amenities', 'housekeeping', 'museum', 'bedroom', 'balcony', 'supermarket', 'bathroom', 'taxi']"
"Bridge Hostel Yerevan Armenia","https://www.tripadvisor.com//Hotel_Review-g293932-d10102032-Reviews-Bridge_Hostel_Yerevan_Armenia-Yerevan.html","Booking.com",28,"1","0","1","0","0","0","0",10825,22,"d10102032","Hotel","Armenia","Yerevan","Yerevan","41 Khanjyan Street","0001","Missing","36","Specialty Lodging in Yerevan","10","281","28","5","Missing","['16', '2', '0', '0', '0']","{'English': '18', 'Russian': '8', 'Greek': '1', 'Polish': '1'}","Missing"
"Bridge Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15221276-Reviews-Bridge_Hostel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",45000,93,"d15221276","Hotel","Armenia","Yerevan","Yerevan","3rd Block Davtashen 6/2 Flat 13","0054","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Bungalo Inn","https://www.tripadvisor.com//Hotel_Review-g293932-d7608569-Reviews-Bungalo_Inn-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",24148,50,"d7608569","Hotel","Armenia","Yerevan","Yerevan","Koryun str. 5","0025","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Capital Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d2387920-Reviews-Capital_Hotel-Yerevan.html","Hotels.com",35,"1","0","1","0","0","0","0",19911,41,"d2387920","Hotel","Armenia","Yerevan","Yerevan","Aygyedzor 53B","0019","Missing","44","B&Bs / Inns in Yerevan","20","139","34","Missing","Missing","['11', '18', '3', '0', '2']","{'Russian': '18', 'English': '13', 'French': '2', 'Spanish': '1'}","['metro station', 'marshalls']"
"Caravan Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12072039-Reviews-Caravan_Hotel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",19608,41,"d12072039","Hotel","Armenia","Yerevan","Yerevan","7/21 Ashtarak Highway","0201","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Carota Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d11778868-Reviews-Carota_Hostel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",20825,43,"d11778868","Hotel","Armenia","Yerevan","Yerevan","Gazar Parpyettsi str. 9","0002","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Cascade Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d6213513-Reviews-Cascade_Hotel-Yerevan.html","Booking.com",98,"1","0","1","0","0","0","0",19911,41,"d6213513","Hotel","Armenia","Yerevan","Yerevan","Zarobyan YA. str. 10/10","0009","Missing","129","Hotels in Yerevan","21","82","93","Missing","Certificate of Excellence","['48', '38', '3', '0', '4']","{'English': '62', 'Russian': '27', 'Italian': '3', 'German': '1'}","['pork steak', 'extra mile', 'hotel of choice', 'tourist spots', 'excellent breakfast', 'location is amazing', 'room number', 'bars and restaurants', 'other travelers', 'hotel is great', 'walking distance', 'each morning', 'special thanks', 'armenian food', 'opera house', 'easy access', 'the hotel staff', 'mount ararat', 'recommend this hotel', 'on foot', 'home away from home', 'stay there again']"
"Cascade Palace Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d6204807-Reviews-Cascade_Palace_Hotel-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",22742,47,"d6204807","Hotel","Armenia","Yerevan","Yerevan","Verin Antarayin Street 122","0010","Missing","Missing","Missing","Missing","Missing","182","Missing","Missing","Missing","Missing","Missing"
"Castel Dghyak Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d7726699-Reviews-Castel_Dghyak_Hotel-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",12742,26,"d7726699","Hotel","Armenia","Yerevan","Yerevan","Acharyan str. 34","0040","Missing","Missing","Missing","Missing","Missing","105","Missing","Missing","Missing","Missing","Missing"
"Caucasus Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d6885249-Reviews-Caucasus_Hotel-Yerevan.html","Booking.com",56,"1","0","1","0","0","0","0",20833,43,"d6885249","Hotel","Armenia","Yerevan","Yerevan","Ashtarak Highway","2413","Missing","161","Hotels in Yerevan","55","82","56","3.5","Missing","['9', '1', '3', '5', '6']","{'English': '24', 'Russian': '26', 'Dutch': '2', 'Italian': '2', 'Polish': '1', 'Spanish': '1'}","Missing"
"Caucasus Wildlife Refuge","https://www.tripadvisor.com//Hotel_Review-g293932-d7806536-Reviews-Caucasus_Wildlife_Refuge-Yerevan.html","Booking.com",1,"1","0","1","0","0","0","0",25000,52,"d7806536","Hotel","Armenia","Yerevan","Yerevan","Khanjian 47/1, apt 12","0001","Missing","Missing","Specialty Lodging in Yerevan","113","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Central Apartments By Ris","https://www.tripadvisor.com//Hotel_Review-g293932-d15295424-Reviews-Central_Apartments_By_Ris-Yerevan.html","Agoda.com",0,"0","0","0","0","0","0","0",12469,26,"d15295424","Hotel","Armenia","Yerevan","Yerevan","1st Blind Alley 2","0019","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Central Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12591914-Reviews-Central_Hotel-Yerevan.html","Booking.com",34,"1","0","1","0","0","0","0",45000,93,"d12591914","Hotel","Armenia","Yerevan","Yerevan","Zakyan s. str. 7/1","0052","Missing","90","B&Bs / Inns in Yerevan","10","139","31","Missing","Missing","['23', '6', '1', '0', '1']","{'English': '17', 'Russian': '13', 'French': '1'}","['great location', 'republic square', 'furniture', 'apartment', 'shower']"
"Centrium","https://www.tripadvisor.com//Hotel_Review-g293932-d13372780-Reviews-Centrium-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",10825,22,"d13372780","Hotel","Armenia","Yerevan","Yerevan","Tumanyan Street 15 Bldg. 2","0010","Missing","20","Missing","Missing","Missing","379","Missing","Missing","Missing","Missing","Missing"
"Chastny BnB","https://www.tripadvisor.com//Hotel_Review-g293932-d8640066-Reviews-Chastny_BnB-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",6658,14,"d8640066","Hotel","Armenia","Yerevan","Yerevan","ul. Nikol Duman 31","0028","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Christina Plaza","https://www.tripadvisor.com//Hotel_Review-g293932-d10123163-Reviews-Christina_Plaza-Yerevan.html","Booking.com",0,"1","0","1","0","0","0","0",7500,15,"d10123163","Hotel","Armenia","Yerevan","Yerevan","Paronyana str. 16","0015","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"City Center Apartments","https://www.tripadvisor.com//Hotel_Review-g293932-d15333476-Reviews-City_Center_Apartments-Yerevan.html","Booking.com",0,"0","0","0","0","0","0","0",12742,26,"d15333476","Hotel","Armenia","Yerevan","Yerevan","31 Tumanyan Street Apartment No 1, Ground Floor","0002","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"City Center Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d8493459-Reviews-City_Center_Hostel-Yerevan.html","Booking.com",3,"1","0","1","0","0","0","0",18200,38,"d8493459","Hotel","Armenia","Yerevan","Yerevan","5 Sayat Novy str., Apt. 27","0001","Missing","11","Specialty Lodging in Yerevan","76","281","3","4.5","Missing","['0', '2', '0', '0', '0']","{'English': '2', 'Russian': '1'}","Missing"
"City Centre Apartments","https://www.tripadvisor.com//Hotel_Review-g293932-d12594723-Reviews-City_Centre_Apartments-Yerevan.html","Booking.com",2,"1","0","0","0","0","0","0",19835,41,"d12594723","Hotel","Armenia","Yerevan","Yerevan","Mashtots M. ave 13","0002","Missing","1","Hotels in Yerevan","63","82","2","5","Missing","['2', '0', '0', '0', '0']","{'English': '2'}","['reviews', 'washing', 'machine', 'sas', 'exchange', 'supermarket', 'driver']"
"City Centre Hotel by Picnic","https://www.tripadvisor.com//Hotel_Review-g293932-d7786379-Reviews-City_Centre_Hotel_by_Picnic-Yerevan.html","Booking.com",93,"1","0","1","0","0","0","0",17354,36,"d7786379","Hotel","Armenia","Yerevan","Yerevan","Yeznik Koghbatsi 20","0002","Missing","65","Hotels in Yerevan","27","82","91","4.5","Missing","['34', '8', '2', '2', '1']","{'English': '47', 'Russian': '34', 'Spanish': '4', 'Italian': '3', 'Norwegian': '1', 'Portuguese': '1', 'Thai': '1', 'Turkish': '1'}","['reviews', 'early', 'check', 'republic', 'square', 'nice', 'stay', 'recommend', 'this', 'hotel', 'free', 'wifi', 'aram', 'city', 'supermarket', 'taxi', 'luggage', 'english']"
"City Hotel by Picnic","https://www.tripadvisor.com//Hotel_Review-g293932-d8400769-Reviews-City_Hotel_by_Picnic-Yerevan.html","Booking.com",61,"1","0","1","0","0","0","0",19911,41,"d8400769","Hotel","Armenia","Yerevan","Yerevan","26/1 Martiros Saryan Street","0002","Missing","98","Hotels in Yerevan","36","82","57","Missing","Missing","['34', '18', '1', '3', '1']","{'Russian': '28', 'English': '18', 'Spanish': '4'}","['no elevator']"
"CJ Hostel and Tours","https://www.tripadvisor.com//Hotel_Review-g293932-d15217871-Reviews-CJ_Hostel_and_Tours-Yerevan.html","Expedia.com",1,"0","0","0","0","0","0","0",7397,15,"d15217871","Hotel","Armenia","Yerevan","Yerevan","3rd Lane Hanrapetutyan Street","0025","Missing","Missing","Missing","Missing","Missing","459","Missing","Missing","Missing","Missing","Missing"
"Comfort Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d13302528-Reviews-Comfort_Hostel-Yerevan.html","Booking.com",0,"1","0","0","0","0","0","0",16538,34,"d13302528","Hotel","Armenia","Yerevan","Yerevan","22 Shiraz Street","0088","Missing","Missing","Missing","Missing","Missing","362","Missing","Missing","Missing","Missing","Missing"
"Comfort House Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8004164-Reviews-Comfort_House_Hotel-Yerevan.html","Booking.com",20,"1","0","1","0","0","0","0",10833,22,"d8004164","Hotel","Armenia","Yerevan","Yerevan","Heratsi 16/4","0025","Missing","12","B&Bs / Inns in Yerevan","29","139","20","4","Missing","['4', '3', '1', '0', '0']","{'English': '8', 'Russian': '12'}","Missing"
"Compote","https://www.tripadvisor.com//Hotel_Review-g293932-d14013442-Reviews-Compote-Yerevan.html","Expedia.com",1,"1","0","1","0","0","0","0",63589,131,"d14013442","Hotel","Armenia","Yerevan","Yerevan","Zarobyan YA. str. 38/1","0009","Missing","16","Specialty Lodging in Yerevan","89","281","1","5","Missing","['1', '0', '0', '0', '0']","{'English': '1'}","Missing"
"Cottage at Arshakunyants Ave.","https://www.tripadvisor.com//Hotel_Review-g293932-d12964744-Reviews-Cottage_at_Arshakunyants_Ave-Yerevan.html","Booking.com",0,"0","0","1","0","0","0","0",17708,37,"d12964744","Hotel","Armenia","Yerevan","Yerevan","Arshakunyats ave 315","0007","Missing","Missing","Missing","Missing","Missing","679","Missing","Missing","Missing","Missing","Missing"
